Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
2016.351,False,False,732214,American Decorative Arts,Vase,Vase,American,,,,,Manufacturer,,Gorham Manufacturing Company,"American, 1831–present",,Gorham Manufacturing Company,,1831      ,9999      ,1898,1898,1898,Silver and enamel,"12 3/8 × 6 1/2 in., 29.98oz. (31.4 × 16.5 cm, 850g)","Friends of the American Wing Fund, 2016",Made in,Providence,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/732214,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
2002.494.237,False,True,230259,European Sculpture and Decorative Arts,Fragment,Fragment,Spanish,,,,,,,,,,,,,,16th century,1500,1599,"Silk, metal thread",Overall: 13 1/2 x 11 in. (34.3 x 27.9 cm),"Gift of Nanette B. Kelekian, in honor of Olga Raggio, 2002",,,,,,,,,,,,Textiles-Woven,,http://www.metmuseum.org/art/collection/search/230259,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
2000.407.2,False,True,472844,Medieval Art,Armband,Armband,European Bronze Age,,,,,,,,,,,,,,1200–900 B.C.,-1200,-900,Copper alloy,Overall: 11 x 2 15/16 in. (28 x 7.5 cm),"Purchase, The Kurt Berliner Foundation Gift, 2000",,,,,,,,,,,,Metalwork-Copper alloy,,http://www.metmuseum.org/art/collection/search/472844,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
74.51.2799,False,True,242350,Greek and Roman Art,Head of a male votary,Limestone head of beardless male votary,Cypriot,Hellenistic,,,,,,,,,,,,,2nd century B.C.,-199,-100,Limestone,Overall: 10 1/4 x 6 3/4 x 9 in. (26 x 17.1 x 22.9 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,,,,,,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242350,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
17.194.21,False,False,249266,Greek and Roman Art,Scarab,Glass scarab,Etruscan,Classical,,,,,,,,,,,,,late 4th century B.C.,-325,-300,"Glass, brown",Other: 9/16 x 3/8 x 1/4 in. (1.4 x 1 x 0.7 cm),"Gift of J. Pierpont Morgan, 1917",,,,,,,,,,,,Gems,,http://www.metmuseum.org/art/collection/search/249266,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
1971.642.2,False,False,359380,Drawings and Prints,Book,"Round and Round, A Book of Revolving Pictures",,,,,,Publisher|Publisher|Illustrator,,Ernest Nister|E. P. Dutton and Company|Louis William Wain,"London|New York, NY|British, Clerkenwell, London 1860–1939 Colney, Hertfordshire",,"Nister, Ernest|Dutton, E. P. and Company|Wain, Louis William",German|American|British,1842      |1850      |1860      ,1909      |1999      |1939      ,1891–99,1891,1899,Illustrations: color lithography and commercial process,9 x 8 11/16 x 1/2 in. (22.9 x 22.1 x 1.3 cm),"Gift of Lincoln Kirstein, 1971",,,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/359380,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
27.33.20-40,False,False,380611,Drawings and Prints,Book,"Diverses Inventions Nouvelles, pour des cheminées avec leurs ornemans",,,,,,Artist and engraver|Publisher,Published by,Jean Marot|Pierre Mariette,"French, Paris 1619–1679 Paris|French, 1596–1657",,"Marot, Jean|Mariette, Pierre",French|French,1619      |1596      ,1679      |1657      ,1635–57,1635,1657,Engraving,Overall: 12 7/8 x 8 7/8 x 1/4 in. (32.7 x 22.5 x 0.6 cm),"Harris Brisbane Dick Fund, 1927",,Paris,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/380611,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
21.83.20,False,True,221228,European Sculpture and Decorative Arts,Tassel,Tassel,Italian,,,,,,,,,,,,,,17th century,1600,1699,Linen,"L. 3 1/2 inches
8.9 cm","Gift of Mrs. J. Pierpont Morgan, 1921",,,,,,,,,,,,Textiles-Trimmings,,http://www.metmuseum.org/art/collection/search/221228,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
62.635.780,False,True,341479,Drawings and Prints,Print,Holy Family with a rosary,,,,,,Artist,,Simone Cantarini,"Italian, Pesaro 1612–1648 Verona",,"Cantarini, Simone",Italian,1612      ,1648      ,ca. 1640–1642,1635,1645,Etching,Plate: 5 1/16 × 3 5/16 in. (12.9 × 8.4 cm),"Gift of Harry G. Friedman, 1962",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/341479,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
"1976.207.2a, b",False,False,86401,Costume Institute,Corset,Corset,American,,,,,Designer,,Stern Brothers,"American, founded New York, 1867",,Stern Brothers,American,1867      ,2001      ,1900–1905,1900,1905,"silk, cotton, metal",,"Gift of Mrs. Richard Berlin, 1976",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/86401,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
2009.300.5507,False,True,169722,Costume Institute,Hat,Hat,American,,,,,,,,,,,,,,ca. 1820,1818,1822,Silk,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. Alvah E. Reed, 1966",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/169722,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
63.350.329.414-12.2,False,False,778833,Drawings and Prints,Baseball card,"Vito Valentinetti, Pitcher, Chicago Cubs, from the ""1957 Topps Regular Issue"" series (R414-12), issued by Topps Chewing Gum Company.",,,,,,Publisher,Issued by,Topps Chewing Gum Company,"American, Brooklyn",,Topps Chewing Gum Company,,,,1957,1957,1957,Commerical color lithograph,Sheet: 2 1/2 × 3 1/2 in. (6.3 × 8.9 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/778833,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
1980.17.2,False,True,337998,Drawings and Prints,Drawing,Allegorical Figure of Religion (recto); Study of a Griffon and of a Seated Figure (verso),,,,,,Artist,attributed to,Cherubino Alberti (Zaccaria Mattia),"Italian, Borgo Sansepolcro 1553–1615 Rome",,"Alberti, Cherubino (Zaccaria Mattia)",Italian,1553      ,1615      ,1553–1615,1553,1615,Red chalk with some black chalk,7-13/16 x 5-1/8 in.  (19.8 x 13.0 cm),"Harry G. Sperling Fund, 1980",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/337998,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
63.350.214.172.1081,False,False,403059,Drawings and Prints,"Baseball card, photograph","Walter Robert ""Walt"" Wilmot, Left Field, Washington Nationals, from the Old Judge series (N172) for Old Judge Cigarettes",,,,,,Publisher,Issued by,Goodwin & Company,,,Goodwin & Company,,1850      ,1950      ,1888,1888,1888,Albumen photograph,sheet: 2 11/16 x 1 3/8 in. (6.9 x 3.5 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Photographs|Ephemera,,http://www.metmuseum.org/art/collection/search/403059,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
35.85.48,False,False,717348,Drawings and Prints,Print,Heliodorus; after the fresco by Raphael in the Stanza della Segnatura,,,,,,Artist|Artist|Artist,After|Intermediary draughtsman,Giovanni Volpato|Raphael (Raffaello Sanzio or Santi)|Bernardino Nocchi,"Italian, Bassano 1732–1803 Rome|Italian, Urbino 1483–1520 Rome|Italian, 1741–1812",,"Volpato, Giovanni|Raphael (Raffaello Sanzio or Santi)|Nocchi, Bernardino",,1732      |1483      |1741      ,1803      |1520      |1812      ,ca. 1781,1776,1786,Engraving and etching,Sheet (Trimmed): 22 3/8 × 29 3/16 in. (56.9 × 74.1 cm),"Gift of Lucy Chauncey, in memory of her father, Henry Chauncey, 1935",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/717348,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
Inst.67.15.123,False,False,7288,American Decorative Arts,Saucer,Saucer,French,,,,,,,,,,,,,,1815–30,1815,1830,Porcelain,H. 1 1/4 in. (3.2 cm); Diam. 6 1/2 in. (16.5 cm),"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/7288,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
69.258.4,False,True,249,American Decorative Arts,Side Chair,Side Chair,American,,,,,Maker,,Joseph Meeks & Sons,"American, New York, 1829–35",,"Meeks, Joseph & Sons",American,1829      ,1835      ,1859,1859,1859,Rosewood,48 x 27 1/2 x 31 in. (121.9 x 69.9 x 78.7 cm),"Gift of Bradford A. Warner, 1969",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/249,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
10.176.71,False,False,547321,Egyptian Art,Bracelet (bangle),Bangle,,"Predynastic, Late Naqada l–Naqada II",,,,,,,,,,,,,ca. 3900–3300 B.C.,-3900,-3300,Steatite,Diam: 7 cm (2 3/4 in.),"Rogers Fund, 1910",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/547321,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
20.98.1,False,True,68421,Asian Art,Textile design,,Japan,,,,,,,,,,,,,,17th century,1600,1699,Paint on paper,24 3/4 x 18 in. (62.87 x 45.72 cm),"Rogers Fund, 1920",,,,,,,,,,,,Textiles-Methods and Materials,,http://www.metmuseum.org/art/collection/search/68421,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
43.33.275,False,False,375426,Drawings and Prints,Print,Red Hook Dock,,,,,,Artist|Publisher,Published by,Max Mougel|WPA,"American, New York 1895–1988",,"Mougel, Max|WPA",American,1895      ,1988      ,1935–43,1935,1943,"Etching, Aquatint",plate: 9 x 11 3/4 in. (22.9 x 29.8 cm) sheet: 11 1/2 x 14 3/4 (29.2 x 37.5 cm),"Gift of the Work Projects Administration, New York, 1943",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/375426,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
2011.221.9,False,True,76600,Asian Art,Sutra cover,,China,Ming dynasty (1368–1644),,,,,,,,,,,,,16th century,1500,1599,Silk and metallic thread,Overall: 13 7/16 x 4 3/4 x 1/4 in. (34.1 x 12.1 x 0.6 cm),"Purchase, Friends of Asian Art Gifts, in honor of James C. Y. Watt, 2011",,,,,,,,,,,,Textiles-Woven,,http://www.metmuseum.org/art/collection/search/76600,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
30.75.1000,False,True,68955,Asian Art,Rank Badge,,China,Qing dynasty (1644–1911),,,,,,,,,,,,,,1644,1911,"Silk, metallic thread",11 1/2 x 12 3/4 in. (29.21 x 32.38 cm),"Bequest of William Christian Paul, 1929",,,,,,,,,,,,Textiles-Tapestries,,http://www.metmuseum.org/art/collection/search/68955,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
63.350.201.30.15,False,True,410441,Drawings and Prints,Print,"Order of the Golden Fleece, Austria, from the World's Decorations series (N30) for Allen & Ginter Cigarettes",,,,,,Lithographer|Publisher,,"Lindner, Eddy & Claus|Allen & Ginter","American, New York|American, Richmond, Virginia",,"Lindner, Eddy & Claus|Allen & Ginter",American|American,,,1890,1890,1890,Commercial color lithograph,Sheet: 2 3/4 x 1 1/2 in. (7 x 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/410441,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
52.600.2,False,False,398260,Drawings and Prints,Print,"A Box at the Italian Theater (Une Loge au Théàtre Italien), published in L'Artiste, first series, volume IX, 1835",,,,,,Artist|Printer|Publisher,,Paul Gavarni [Chevalier]|Frey|L'Artiste,"French, Paris 1804–1866 Paris",,"Gavarni, Paul|Frey|L'Artiste",French|French|French,1804      |1829      ,1866      |1835      ,1835,1835,1835,Handcolored lithograph; first state of two,sheet: 11 1/16 x 8 3/16 in. (28.1 x 20.8 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/398260,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
63.350.214.172.47,False,False,400905,Drawings and Prints,"Baseball card, photograph","Welch and Gleason, Philadelphia Athletics, from the Old Judge series (N172) for Old Judge Cigarettes",,,,,,Publisher,Issued by,Goodwin & Company,,,Goodwin & Company,,1850      ,1950      ,1888,1888,1888,Albumen photograph,sheet: 2 11/16 x 1 3/8 in. (6.9 x 3.5 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Photographs|Ephemera,,http://www.metmuseum.org/art/collection/search/400905,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
"60.111.139, .154",False,False,8303,American Decorative Arts,Teacup and saucer,Teacup and Saucer,"Chinese, for American market",,,,,,,,,,,,,,ca. 1860–66,1860,1866,Porcelain,"Cup: H. 2 1/8 in. (5.4 cm); Diam. 3 3/4 in. (9.5 cm)
Saucer: Diam. 5 1/2 in. (14 cm)","Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/8303,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
50.130.143b,False,False,12321,American Decorative Arts,Drawing,La Tondeuse de Moutons (Woman Shearing Sheep),American,,,,,Artist|Artist,After,John Singer Sargent|Jean-François Millet,"American, Florence 1856–1925 London|French, Gruchy 1814–1875 Barbizon",,"Sargent, John Singer|Millet, Jean-François",American|French,1856      |1814      ,1925      |1875      ,ca. 1875,1872,1875,Graphite on off-white laid paper,6 5/8 x 4 1/4 in. (16.8 x 10.8 cm),"Gift of Mrs. Francis Ormond, 1950",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/12321,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
62.635.581,False,False,422135,Drawings and Prints,Print,"Copy of Les Mourants sur le Bord des Rouges (The Dying on the Edge of the Road), from Les Misères et les Mal-Heures de la Guerre (The Miseries and Misfortunes of War), plate 16",,,,,Les Misères et les Mal-Heures de la Guerre,Artist|Publisher|Artist,After|Originally published by,Jacques Callot|Israël Henriet|Anonymous,"French, Nancy 1592–1635 Nancy|French, Nancy ca. 1590–1661 Paris",,"Callot, Jacques|Henriet, Israël|Anonymous",French|French,1592      |1590      ,1635      |1661      ,after 1633,1633,1800,Etching,Sheet: 3 7/16 × 7 9/16 in. (8.8 × 19.2 cm),"Gift of Harry G. Friedman, 1962",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/422135,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
63.350.208.145.4.63,False,True,646912,Drawings and Prints,Photograph,"Card Number 12, Pauline Hall, from the Actors and Actresses series (N145-4) issued by Duke Sons & Co. to promote Cameo Cigarettes",,,,,,Publisher,Issued by,"W. Duke, Sons & Co.","New York and Durham, N.C.",,"Duke, W. Sons & Co.",,1870      ,1920      ,1880s,1880,1889,Albumen photograph,Sheet: 2 11/16 × 1 3/8 in. (6.8 × 3.5 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Photographs|Ephemera,,http://www.metmuseum.org/art/collection/search/646912,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
2009.300.5214,False,False,169429,Costume Institute,Collar,Collar,American,,,,,,,,,,,,,,1890–1900,1890,1900,"Cotton, linen",,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mr. and Mrs. Maxime L. Hermanos, 1961",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/169429,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
63.350.202.43.44,False,True,414496,Drawings and Prints,Print,"George La Blanche, Pugilist, from World's Champions, Second Series (N43) for Allen & Ginter Cigarettes",,,,,,Publisher|Lithographer,,"Allen & Ginter|Lindner, Eddy & Claus","American, Richmond, Virginia|American, New York",,"Allen & Ginter|Lindner, Eddy & Claus",American|American,,,1888,1888,1888,Commercial lithograph,Sheet: 2 15/16 x 3 1/4 in. (7.4 x 8.3 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/414496,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
"2009.300.4716a, b",False,True,168921,Costume Institute,Slippers,Slippers,French,,,,,Designer,,Melnotte,,,Melnotte,,,,1845–65,1845,1865,Leather,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Herman Delman, 1954",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/168921,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
1970.659.444,False,False,685784,Photographs,Carte-de-visite,[Franz Ittenbach],,,,,,Photography Studio|Person in Photograph,Person in photograph,G. & A. Overbeck|Franz Ittenbach,"German, active 1860s|German, 1813–1879",,"G. & A. Overbeck|Ittenbach, Franz",German,1855      |1813      ,1870      |1879      ,1860s,1860,1869,Albumen silver print,10.7 × 6.3 cm (4 3/16 × 2 1/2 in.),"The Albert Ten Eyck Gardner Collection, Gift of the Centennial Committee, 1970",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/685784,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
2002.206,False,True,64899,Asian Art,Plaque,西周 獸面紋玉飾|Plaque with Mask Designs,China,Western Zhou dynasty (1046–771 B.C.),,,,,,,,,,,,,8th century B.C.,-799,-771,Jade (nephrite),H. 1 7/8 (4.8 cm); W. 1 3/4 in. (4.4 cm),"Purchase, Friends of Asian Art Gifts, 2002",,,,,,,,,,,,Jade,,http://www.metmuseum.org/art/collection/search/64899,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
"36.120.592a, b",False,False,63276,Asian Art,Tea jar,,Japan,Edo period (1615–1868),,,,,,,,,,,,,ca. 1750,1740,1760,Ovoid; base depressed in center; dark red clay; lustrous iron-rust glaze with dark drips; glaze extends slightly more than halfway down the jar (Zeze ware),H. 3 5/8 in. (9.2 cm); Diam. 2 1/2 in. (6.4 cm),"The Howard Mansfield Collection, Gift of Howard Mansfield, 1936",,,,,,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/63276,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
2003.433.6a-o,False,False,493318,Modern and Contemporary Art,Print,Heads From Balance,,,,,,Artist,,Per Inge Bjørlo,"Norwegian, born 1952",,"Bjorlo, Per Inge",Norwegian,1952      ,2052      ,1998,1998,1998,Drypoint,each print: 17 1/4 x 15 in. (43.8 x 38.1 cm),"Gift of Tyler Graphics Ltd., in honor of William S. Lieberman, 2003",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/493318,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
"2010.110.64a, b",False,True,237048,European Sculpture and Decorative Arts,Figure,Table decoration in the form of a peacock,"Hungarian, Munkács",,,,,,,,,,,,,,1787,1787,1787,"Silver, partly gilded",Overall: 8 9/16 x 2 13/16 in. (21.8 x 7.2 cm),"Gift of The Salgo Trust for Education, New York, in memory of Nicolas M. Salgo, 2010",,,,,,,,,,,,Metalwork-Silver,,http://www.metmuseum.org/art/collection/search/237048,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
63.350.214.173.11,False,False,400147,Drawings and Prints,"Baseball card, photograph","Darby O'Brien, Left Field, Brooklyn, from the series Old Judge Cigarettes",,,,,,Publisher,Issued by,Goodwin & Company,,,Goodwin & Company,,1850      ,1950      ,1888,1888,1888,"Albumen photograph, cabinet card",sheet: 6 1/2 x 4 3/8 in. (16.5 x 11.1 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Photographs|Ephemera,,http://www.metmuseum.org/art/collection/search/400147,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
